Latitude	Longitude	stopID	stopName
43.5474	-80.2549	1102	Suffolk St. W. at Norfolk St. 
43.5464	-80.2568	1103	Suffolk St. W. at Dublin St.
43.5455	-80.2585	1104	Suffolk St. W. at Glasgow St.
43.5442	-80.2609	1105	Suffolk St. W. at Yorkshire St. N.
43.5426	-80.2641	1106	Suffolk St. W. at Edinburgh Rd. N. 
43.5429	-80.2653	1107	Edinburgh Rd. N. at Mercer St.
43.5454	-80.2715	1108	Willow Rd. at Dawson Rd.
43.5458	-80.2742	1109	Dawson Rd. at Shelldale Cres.
43.5493	-80.279	1110	Dawson Rd. at Dawson Road Medical Clinic
43.5478	-80.283	1111	229 Speedvale Ave. W.
43.545	-80.2868	1112	Speedvale Ave. W. at Silvercreek Pkwy. N.
43.5426	-80.2902	1113	361 Speedvale Ave. W. 
43.5404	-80.2916	1114	177 Marksam Rd.
43.5378	-80.2889	1115	145 Marksam Rd. 
43.5374	-80.2845	1116	76 Marksam Rd. 
43.5402	-80.2783	1117	Willow Rd. at Silvercreek Pkwy.
43.5427	-80.2749	1118	158 Willow Rd.
43.5435	-80.2738	1119	66 Willow Rd. 
43.545	-80.2718	1120	26 Willow Rd. 
43.5425	-80.2652	1121	200 Edinburgh Rd. N.
43.5425	-80.2583	1122	Paisley St. at Yorkshire St. N.
43.5434	-80.2566	1123	Paisley St. at Glasgow St. 
43.5451	-80.2532	1124	Paisley St. at Norfolk St. 
43.5458	-80.2455	1125	Guelph Central Station
43.5456	-80.249	1130	Wyndham St. N. at IF Shoe Store
3423	2342	1131	Marksham Rd. south of Speedvale Ave. W.
43.5458	-80.2455	1200	Guelph Central Station
43.5459	-80.249	1201	Wyndham St. N. at PharmaSave
43.549	-80.2504	1202	Eramosa Rd. at Bridge
43.5534	-80.2504	1203	Delhi St. at Eramosa Rd.
43.5555	-80.2533	1204	Delhi St. at Guelph General Hospital
43.558	-80.2568	1205	Delhi St. at Homewood Health Centre
43.5597	-80.2592	1206	Delhi St. at Emma St. 
43.562	-80.2567	1207	Emma St. at Metcalfe St. 
43.5634	-80.2546	1208	Emma St. at Stevenson St. 
43.5662	-80.2575	1209	Speedvale Ave. E. at Stevenson St. 
43.569	-80.2536	1210	Speedvale Ave. E. at Renfield St.
43.5702	-80.2519	1211	Speedvale Ave. E. at Acorn Pl.
43.572	-80.2518	1212	Victoria Rd. N. at Speedvale Ave. E.
43.5753	-80.2563	1213	Victoria Rd. N. at Brant Ave.
43.5773	-80.2606	1214	Woodlawn Rd. E. at Victoria Rd. N.
43.5729	-80.2607	1215	Windsor St. at Kingsley Crt.
43.57	-80.2626	1216	Waverly Dr. at Stevenson St.
43.5681	-80.2647	1217	Metcalfe St. at Waverley Dr. 
43.566	-80.2618	1218	Metcalfe St. at Shaftesbury Ave.
43.5646	-80.2601	1219	Metcalfe St. at Speedvale  Ave.
43.5631	-80.2619	1220	Speedvale Ave. at Clive Ave.
43.5613	-80.2616	1221	Delhi St. at Phillip Ave.
43.5597	-80.2595	1222	Delhi St. at Emma St. 
43.5575	-80.2563	1223	Delhi St. at Homewood Health Centre
43.5554	-80.2534	1224	Delhi St. at Spring St.
43.5532	-80.2503	1225	Delhi St. at Eramosa Rd.
43.5491	-80.2506	1226	Eramosa Rd. at Arthur St. 
43.5456	-80.249	1227	Wyndham St. N. at IF Shoe Store
43.5458	-80.2455	1228	Guelph Central Station
43.5458	-80.2455	1300	Guelph Central Station
43.5464	-80.2495	1301	Wyndham St. N. at Bank of Nova Scotia
43.549	-80.2504	1302	Eramosa Rd. at Bridge
43.5556	-80.2495	1303	Eramosa Rd. at St. Catharines St.
43.5565	-80.2488	1304	Metcalfe St. at Eramosa Rd.
43.5549	-80.2465	1305	Metcalfe St. at Lemon St.
43.553	-80.244	1306	Metcalfe St. at Palmer St.
43.5517	-80.2421	1307	Metcalfe St. at Grange St.
43.5524	-80.2408	1308	Grange St. at Clara St.
43.5539	-80.2388	1309	Grange St. at Louisa St
43.5546	-80.2378	1310	Grange St. at Stevenson St.
43.5583	-80.24	1311	Cassino Ave. at William St. 
43.5614	-80.2358	1312	Cassino Ave. at Palermo Cres.
43.5629	-80.2347	1313	Cassino Ave. at Hadati Rd.
43.5645	-80.2377	1314	Hadati Rd. at Yeats Crt.
43.564	-80.2403	1315	Hadati Rd. at Victoria Rd. N.
43.5653	-80.2413	1316	Eastview Rd. at Glenburnie Dr.
43.5674	-80.2385	1317	Eastview Rd. at Mountford Dr.
43.5688	-80.2313	1318	Starwood Dr. at Watt St.
43.5678	-80.232	1319	Watt St. at Auden Rd.
43.5689	-80.2348	1320	Auden Rd. at Eastview Rd.
43.5674	-80.2388	1321	Eastview Rd. at Mountford Dr.
43.5651	-80.2419	1322	Eastview Rd. at VictoriaRd. 
43.5671	-80.245	1323	Victoria Rd. N. at Greenview St. 
43.5674	-80.248	1324	Eramosa Rd. at Orchard Cres.
43.5624	-80.2487	1325	Eramosa Rd. at Meyer Dr.
43.5596	-80.2492	1326	Eramosa Rd. at Stevenson St.
43.5562	-80.2497	1327	Eramosa Rd. at Metcalfe St.
43.5487	-80.2507	1328	Eramosa Rd. at Arthur St.
43.5456	-80.249	1329	Wyndham St. N. at IF Shoe Store
43.5458	-80.2455	1330	Guelph Central Station
43.5458	-80.2455	1400	Guelph Central Station
43.5479	-80.2417	1401	Elizabeth St. at Duke St.
43.549	-80.2402	1402	65 Elizabeth St.
43.5509	-80.2377	1403	Elizabeth St. at Morris St.
43.5527	-80.2353	1404	Elizabeth St. at Stevenson St.
43.5552	-80.2299	1405	Elizabeth St. at Victoria Rd. N.
43.5578	-80.2319	1406	Grange Rd. at Victoria Rd. N.
43.5599	-80.2271	1407	Grange Rd. at Schroder Cres.
43.564	-80.2229	1408	Grange Rd. at Breesgarden Lane
43.5674	-80.2225	1409	Grange Rd. at Ralston Dr.
43.5706	-80.2218	1410	Grange Rd. at Ken Danby School
43.5735	-80.218	1411	Watson Pkwy. N. South of Grange Rd.
43.5705	-80.2139	1412	Watson Pkwy. N. at Fleming Rd.
43.5666	-80.2118	1413	Watson Pkwy. N. at Library
43.5665	-80.2179	1414	Starwood Dr. at Fleming Rd.
43.5667	-80.221	1415	Starwood Dr. at Ralston Dr. 
43.5657	-80.223	1416	Grange Rd. at Silurian Dr. 
43.5606	-80.2264	1417	Grange Rd. at Auden Rd.
43.559	-80.2285	1418	Grange Rd. at St. James Park
43.5569	-80.231	1419	Victoria Rd. N. at Grange Rd.
43.5553	-80.2303	1420	Elizabeth St. at Victoria Rd. N.
43.5534	-80.2346	1421	Elizabeth St. at Stevenson St. 
43.5514	-80.2372	1422	Elizabeth St. at Morris St. 
43.5496	-80.2396	1423	Elizabeth St. at Huron St.
43.5486	-80.241	1424	Elizabeth St. at Red Chevron Club
43.5458	-80.2455	1425	Guelph Central Station
43.5291	-80.2238	1500	University Centre
43.5262	-80.2256	1501	Stone Rd. W. at Gordon St.
43.5241	-80.2284	1502	Stone Rd. W. at Fire Hall
43.522	-80.2312	1503	Stone Rd. W. at Target
43.5204	-80.2334	1504	Stone Rd. W. at Edinburgh Rd. S.
43.5175	-80.2372	1505	Stone Rd. W. at Stone Road Mall
43.5159	-80.2393	1506	Stone Rd. W. at Scottsdale Dr.
43.5099	-80.2473	1507	Stone Rd. W. at Woodland Glen Dr.
43.5106	-80.2502	1508	College Ave. W. at Flanders Rd.
43.5117	-80.2528	1509	College Ave. W. at Conroy Cres.
43.514	-80.2562	1510	College Ave. W. at Argyle Dr.
43.5159	-80.2543	1511	506 College Ave. W.
43.5199	-80.2489	1512	College Ave. W. east of Hanlon
43.518	-80.2457	1513	129 Janefield Ave.
43.5167	-80.2411	1514	Janefield Ave. at Scottsdale Dr.
43.5188	-80.2392	1515	Stone Road Mall
43.521	-80.2399	1516	Scottsdale Dr. at Wilsonview Ave.
43.5222	-80.2387	1517	Wilsonview Ave.
43.5217	-80.2365	1518	Edinburgh Rd. at Chancellors Way
43.5216	-80.2313	1519	Stone Rd. opposite Target
43.5247	-80.2272	1520	95 Ston Rd. W.
43.5291	-80.2238	1521	University Centre
43.5458	-80.2455	1600	Guelph Central Station
43.5423	-80.244	1601	Wellington St. E. at KFC
43.5383	-80.2414	1602	Gordon St. at Water St.
43.5372	-80.2398	1603	Gordon St. at Forbes Ave.
43.534	-80.2355	1604	Gordon St. at Dean Ave.
43.5314	-80.2319	1605	Gordon St. at College Ave.
43.5275	-80.2264	1606	Gordon St. at Stone Rd. W.
43.5252	-80.2211	1607	Gordon St. at Harvard Rd. 
43.5221	-80.2132	1608	Gordon St. at Kortright Rd. 
43.5196	-80.2078	1609	Gordon St. at Harts Lane
43.5181	-80.2057	1610	1155 Gordon St. 
43.5166	-80.2037	1611	Gordon St. at Edinburgh Rd. S.
43.5137	-80.1997	1612	Gordon St. at Arkell Rd. 
43.5118	-80.1972	1613	1417 Gordon St.
43.5089	-80.1958	1614	Gordon St. at Lowes Rd. 
43.5052	-80.1944	1615	Gordon St. at Clairfields Dr.
43.5038	-80.196	1616	25 Clairfields Dr. W.
43.4987	-80.1995	1617	Opposite 116 Clairfields Dr. W.
43.4957	-80.1967	1618	Clairfields Dr. W. at Boulder Cres.
43.4932	-80.2012	1619	Laird Rd. at Clair Rd. W.
43.4947	-80.2073	1620	Southgate Dr. at Laird Rd. 
43.4978	-80.2113	1621	125 Southgate Dr.
43.5002	-80.2135	1622	180 Southgate Dr.
43.5023	-80.2176	1623	310 Southgate Dr.
43.5	-80.2201	1624	450 Southgate Dr.
43.4977	-80.2177	1625	525 Southgate Dr.
43.4945	-80.2139	1626	595 Southgate Dr.
43.493	-80.2099	1627	679 Southgate Dr.
43.4922	-80.2088	1628	Southgate Dr. at Corporate Rd.
43.491	-80.2071	1629	Southgate Dr. at Admiral Pl.
43.4896	-80.204	1630	829 Southgate Dr.
43.4926	-80.2	1631	300 Clair Rd. (Water Tower)
43.4955	-80.1952	1632	Bishop Macdonell High School
43.4993	-80.1916	1633	Gosling Gardens at Clair Rd. W.
43.5013	-80.1929	1634	Gosling Garden Park
43.5025	-80.1946	1635	Gosling Gardens at Clairfields Dr. W. 
43.5057	-80.1943	1636	Gordon St. at Westminster Woods
43.509	-80.1956	1637	Gordon St. at Lowes Rd. 
43.5118	-80.1969	1638	Gordon St. at Continuing Education
43.514	-80.1996	1639	Gordon St. at Arkell Rd. 
43.5167	-80.2031	1640	Gordon St. at Valley Rd.
43.5185	-80.2057	1641	Gordon St. at Landsdown Dr.
43.5196	-80.2074	1642	Gordon St. at Harts Lane
43.5209	-80.2099	1643	1030 Gordon St.
43.5227	-80.2137	1644	Gordon St. at Kortright Rd. 
43.5243	-80.2169	1645	Gordon St. at Hands Dr.
43.5258	-80.2218	1646	Gordon St. at Monticello Cres. 
43.5271	-80.2253	1647	Gordon St. at South Ring Rd.
43.5309	-80.2308	1648	Gordon St. at Vet College
43.5328	-80.2333	1649	Gordon St. at Macdonald Stewart Art Centre
43.537	-80.2339	1650	Gordon St. at Dormie Lane
43.5381	-80.2409	1651	Gordon St. at Water St.
43.5414	-80.2441	1652	Wellington St. E. at Wellington Plaza 
43.5434	-80.2452	1653	Wyndham St. S. at Fountain St.
43.5458	-80.2455	1654	Guelph Central Station
43.5458	-80.2455	2000	Guelph Central Station
43.5488	-80.2549	2001	Woolwich St. at Norwich St. E.
43.5456	-80.2632	2002	London Rd. W. at Westmount Rd.
43.5454	-80.2715	2003	Willow Rd. at Dawson Rd.
43.5428	-80.2751	2004	Willow Rd. at Willow Road P.S
43.5398	-80.2793	2005	Willow West Mall
43.537	-80.2832	2006	Willow Rd. at Marksam Rd.
43.5349	-80.286	2007	Willow Rd. at Westwood Public School
43.5333	-80.2882	2008	Willow Rd. at Westwood Rd.
43.5315	-80.2906	2009	577 Willow Rd. at Church
43.5276	-80.2965	2010	Willow Rd. at Flaherty Dr.
43.5305	-80.3036	2011	Elmira Rd. N. at Flaherty Dr.
43.5329	-80.3064	2012	Elmira Rd. N. at Independence Pl.
43.535	-80.3092	2013	Elmira Rd. at Massey Rd.
43.5374	-80.3128	2014	Elmira Rd. at Power Corp
43.5358	-80.3179	2015	925 Woodlawn Rd. W.
43.5332	-80.3219	2016	Governors Rd. at Woodlawn Rd. W.
43.5361	-80.3224	2017	110 Malcolm Rd.
43.5384	-80.3193	2018	14 Malcolm Rd.
43.5399	-80.317	2019	2 Malcolm Rd.
43.5338	-80.3193	2020	450 Michener Rd.
43.5311	-80.3156	2021	Michener Rd. at Minto Rd.
43.5322	-80.3135	2022	530 Massey Rd.
43.5347	-80.3098	2023	Massey Rd. at Elmira Rd. N.
43.5362	-80.3077	2024	400 Massey Rd.
43.5395	-80.3032	2025	265 Massey Rd.
43.5405	-80.302	2026	Massey Rd. At Imperial Rd. N.
43.5436	-80.3057	2027	Imperial Rd. at Woodlawn Rd. W.
43.5451	-80.3077	2028	Imperial Rd. opposite Galaxy Cinema
43.5491	-80.3064	2029	190 Curtis Dr. at Monarch Rd. 
43.551	-80.3039	2030	Curtis Dr. at Regal Rd. 
43.5537	-80.3	2031	Curtis Dr. at Silvercreek Pkwy. N.
43.5508	-80.2956	2032	Silvercreek Pkwy. N. at Woodlawn Rd. W.
43.5483	-80.2922	2033	Silvercreek Pkwy. N. at Campbell Rd.
43.5449	-80.2876	2034	Silvercreek Pkwy N. at  Speedvale Ave. W.
43.5429	-80.2846	2035	Silvercreek Pkwy. N. at Church
43.5401	-80.2807	2036	Silvercreek Pkwy. N. at Willow Rd. 
43.5402	-80.2783	2037	Opposite Willow West Mall
43.5427	-80.2749	2038	Willow Rd. at Guelph St.
43.5435	-80.2738	2039	Willow Rd. at Alma St.
43.5451	-80.2716	2040	Willow Rd. at Baggot St.
43.5422	-80.2648	2041	200 Edinburgh Rd. N.
43.5425	-80.2583	2042	Paisley St. at Yorkshire St. N.
43.5435	-80.2564	2043	Paisley St. at Glasgow St. 
43.5451	-80.2532	2044	Paisley St. at Norfolk St.  
43.5456	-80.249	2045	Wyndham St. N. at IF Shoe Store
43.5458	-80.2455	2046	Guelph Central Station
